en_type_abbr,en_type,en_cui,en,en_zh
orga,Organism Attribute,C0220898,Predisposition,易感性
orga,Organism Attribute,C0242640,Multi-Drug Resistance,多重耐药性
orga,Organism Attribute,C0242960,Genetic Heterogeneity,遗传异质性
orga,Organism Attribute,C0282631,Facies,相
orga,Organism Attribute,C0314657,Genetic Predisposition to Disease,疾病的遗传易感性
orga,Organism Attribute,C0333678,Chimerism,嵌合体
orga,Organism Attribute,C0489786,Height,高度
orga,Organism Attribute,C0599883,trait,特质
orga,Organism Attribute,C0600498,"Anticipation, Genetic",预期，遗传
orga,Organism Attribute,C0702110,Propositus,提案
orga,Organism Attribute,C1136169,Pathogenicity,致病性
orga,Organism Attribute,C1261273,Karyotype,核型
orga,Organism Attribute,C1449620,Microchimerism,微嵌合体
orga,Organism Attribute,C1522384,sex,性别
orga,Organism Attribute,C1562749,Cell feature,细胞特征
orga,Organism Attribute,C1563743,adiposity,肥胖
orga;qnco,Organism Attribute;Quantitative Concept,C0005890,Body Height,身高
orga;spco,Organism Attribute;Spatial Concept,C0449911,View,看法
orga;spco,Organism Attribute;Spatial Concept,C0552389,CROSS SECTION,横截面
orgf,Organism Function,C0000934,Acclimatization,适应
orgf,Organism Function,C0001811,Aging,老化
orgf,Organism Function,C0003618,Desire for food,渴望食物
orgf,Organism Function,C0005486,Bioenergetics,生物能量学
orgf,Organism Function,C0005615,Birth,出生
orgf,Organism Function,C0005823,Blood Pressure,血压
orgf,Organism Function,C0006147,Breast Feeding,母乳喂养
orgf,Organism Function,C0008810,Circadian Rhythms,昼夜节律
orgf,Organism Function,C0008943,Climacteric,更年期
orgf,Organism Function,C0009253,Coitus,性交
orgf,Organism Function,C0009637,Conception,概念
orgf,Organism Function,C0011065,Cessation of life,停止生命
orgf,Organism Function,C0012238,Digestion,消化
orgf,Organism Function,C0013123,Water consumption,用水
orgf,Organism Function,C0013470,Eating,进食
orgf,Organism Function,C0014653,Equilibrium,平衡
orgf,Organism Function,C0015264,Exertion,劳累
orgf,Organism Function,C0015895,Fertility,生育
orgf,Organism Function,C0018270,Growth,生长
orgf,Organism Function,C0018841,Thermogenesis,产热
orgf,Organism Function,C0020966,"Immunity, Cellular",免疫，细胞
orgf,Organism Function,C0020967,"Immunity, Humoral",免疫，体液
orgf,Organism Function,C0021059,Immunologic Surveillance,免疫学监测
orgf,Organism Function,C0021080,Natural immunosuppression,自然免疫抑制
orgf,Organism Function,C0022864,Labor (Childbirth),分娩（分娩）
orgf,Organism Function,C0023796,Lipolysis,脂解
orgf,Organism Function,C0025274,Menarche,月经初潮
orgf,Organism Function,C0025329,Menstrual cycle,月经周期
orgf,Organism Function,C0025344,Menstruation,月经
orgf,Organism Function,C0025516,"Metabolic Detoxication, Drug",代谢解毒，药物
orgf,Organism Function,C0025519,Metabolism,代谢
orgf,Organism Function,C0025558,"Metamorphosis, Biological",变态，生物
orgf,Organism Function,C0026559,Morphogenesis,形态发生
orgf,Organism Function,C0026649,Movement,运动
orgf,Organism Function,C0029976,"Blastocyst Implantation, natural",囊胚植入，自然
orgf,Organism Function,C0032961,Pregnancy,妊娠期
orgf,Organism Function,C0035150,Reproduction,繁殖
orgf,Organism Function,C0037313,Sleep,睡觉
orgf,Organism Function,C0042789,Vision,视野
orgf,Organism Function,C0043240,Wound Healing,伤口愈合
orgf,Organism Function,C0206188,Virus Latency,病毒延迟
orgf,Organism Function,C0220843,grasp,抓住
orgf,Organism Function,C0237820,Recovery,恢复
orgf,Organism Function,C0301625,Metabolic Suppression,代谢抑制
orgf,Organism Function,C0333953,Involution,复旧
orgf,Organism Function,C0439824,Verbal,言语的
orgf,Organism Function,C0560560,Moving,移动
orgf,Organism Function,C0678121,Basal metabolic rate,基础代谢率
orgf,Organism Function,C0678723,Biologic Development,生物发展
orgf,Organism Function,C0678889,Immunoregulation,免疫调节
orgf,Organism Function,C0683141,drug excretion,药物排泄
orgf,Organism Function,C0683154,drug response,药物反应
orgf,Organism Function,C0699900,Catabolism,分解代谢
orgf,Organism Function,C0814002,Neural Development,神经发育
orgf,Organism Function,C0887937,Allograft Tolerance,同种异体移植耐受
orgf,Organism Function,C0950151,Estrous Cycle,发情周期
orgf,Organism Function,C1136180,Disease Resistance,抗病
orgf,Organism Function,C1148523,Childbirth,分娩
orgf,Organism Function,C1154988,defense response,防御反应
orgf,Organism Function,C1154989,hypersensitive response,过敏反应
orgf,Organism Function,C1155250,humoral defense mechanism (sensu Vertebrata),体液防御机制（sensu vertebrata）
orgf,Organism Function,C1155328,Antiviral Response,抗病毒反应
orgf,Organism Function,C1160185,transduction,转导
orgf,Organism Function,C1325911,active immune evasion,主动免疫逃避
orgf,Organism Function,C1327413,cytokine production,细胞因子的产生
orgf,Organism Function,C1510470,Motility,动力
orgf,Organism Function,C1512501,Host Defense Mechanism,主机防御机制
orgf,Organism Function,C1523351,tissue homeostasis,组织稳态
orgf,Organism Function,C1654934,Immune Evasion,免疫逃避
orgf,Organism Function,C1749719,Adaptive Immune Response,适应性免疫反应
orgf,Organism Function,C1817919,germinal center formation,生发中心形成
orgf,Organism Function,C1819194,myelin formation,髓鞘形成
orgf,Organism Function,C1819433,interferon-gamma production,干扰素γ产生
orgf,Organism Function,C1819459,interleukin-6 production,白细胞介素-6生产
orgf,Organism Function,C2755358,secondary growth,二次生长
orgf,Organism Function,C4505136,Immune Privilege,免疫特权
orgf,Organism Function,C4505207,Immune Reconstitution,免疫重建
orgf,Organism Function,C5450359,cytokine secretion,细胞因子分泌
orgf;ortf,Organism Function;Organ or Tissue Function,C0004048,Inspiration function,灵感功能
orgf;ortf,Organism Function;Organ or Tissue Function,C0024888,Mastication,咀嚼
orgf;ortf,Organism Function;Organ or Tissue Function,C0231452,Flexion,屈曲
orgf;ortf,Organism Function;Organ or Tissue Function,C0301872,Immune response,免疫反应
orgf;patf,Organism Function;Pathologic Function,C0302295,Eruptions,火山爆发
orgf;phsf,Organism Function;Physiologic Function,C0034011,Puberty,青春期
orgf;phsf,Organism Function;Physiologic Function,C0232338,Blood flow,血流量
orgf;phsf,Organism Function;Physiologic Function,C0282498,Heat-Shock Response,热冲击响应
orgf;phsf,Organism Function;Physiologic Function,C0678209,Adoptive immunity,过继免疫
orgm,Organism,C0008109,Chimera organism,嵌合体
orgm,Organism,C0020205,Hybrids,杂种
orgm,Organism,C0029235,Organism,有机体
orgm,Organism,C0314731,Microbiologic agent,微生物制剂
orgm,Organism,C0314732,Infectious agent,传染性病原体
orgm,Organism,C0450254,Pathogenic organism,致病微生物
orgm,Organism,C0562638,Saprophyte,腐生菌
orgm,Organism,C0599840,microbial,微生物
orgm,Organism,C1956108,Microbiome,微生物
orgt,Organization,C0021622,Institutes,研究所
ortf,Organ or Tissue Function,C0012797,Diuresis,利尿
ortf,Organ or Tissue Function,C0013936,Embryonic Development,胚胎发育
ortf,Organ or Tissue Function,C0014819,Erythropoiesis,红细胞生成
ortf,Organ or Tissue Function,C0018129,Graft Rejection,移植物排斥
ortf,Organ or Tissue Function,C0018131,Graft Survival,嫁接生存
ortf,Organ or Tissue Function,C0018951,Hematopoiesis,造血
ortf,Organ or Tissue Function,C0019116,Hemostatic function,止血功能
ortf,Organ or Tissue Function,C0021586,Insemination,授精
ortf,Organ or Tissue Function,C0022925,Lactation,哺乳期
ortf,Organ or Tissue Function,C0025962,Microcirculation,微循环
ortf,Organ or Tissue Function,C0027477,Natriuresis,利钠
ortf,Organ or Tissue Function,C0027767,Nervous System Physiology,神经系统生理学
ortf,Organ or Tissue Function,C0029965,Ovulation,排卵
ortf,Organ or Tissue Function,C0032173,Platelet Activation,血小板活化
ortf,Organ or Tissue Function,C0034963,Natural regeneration,自然再生
ortf,Organ or Tissue Function,C0036658,Esthesia,感觉
ortf,Organ or Tissue Function,C0037290,Skin Pigmentation,皮肤色素沉着
ortf,Organ or Tissue Function,C0042130,Uterine Contraction,子宫收缩
ortf,Organ or Tissue Function,C0080310,"Ventricular Function, Left",心室功能，左
ortf,Organ or Tissue Function,C0178679,Histogenesis,组织发生
ortf,Organ or Tissue Function,C0206119,Self Tolerance,自我宽容
ortf,Organ or Tissue Function,C0206123,Clonal Deletion,克隆删除
ortf,Organ or Tissue Function,C0231542,Bone function,骨功能
ortf,Organ or Tissue Function,C0231921,pulmonary function,肺功能
ortf,Organ or Tissue Function,C0232164,Cardiac function,心脏功能
ortf,Organ or Tissue Function,C0232741,Liver function,肝功能
ortf,Organ or Tissue Function,C0232804,Renal function,肾功能
ortf,Organ or Tissue Function,C0232809,Glomerular filtration,肾小球滤过
ortf,Organ or Tissue Function,C0232819,Tubular secretion,管状分泌物
ortf,Organ or Tissue Function,C0234112,Facilitation,易化
ortf,Organ or Tissue Function,C0234222,Baresthesia,无感觉
ortf,Organ or Tissue Function,C0243079,microvasculature,微脉管系统
ortf,Organ or Tissue Function,C0282558,"Immunity, Mucosal",免疫，粘膜
ortf,Organ or Tissue Function,C0302090,Granulocyte production,粒细胞生产
ortf,Organ or Tissue Function,C0302600,Angiogenesis,血管生成
ortf,Organ or Tissue Function,C0517349,Muscle strength,四肢肌力
ortf,Organ or Tissue Function,C0522310,Megakaryocytopoiesis,巨核细胞生成
ortf,Organ or Tissue Function,C0525006,Myelopoiesis,骨髓生成
ortf,Organ or Tissue Function,C0597545,synaptogenesis,突触发生
ortf,Organ or Tissue Function,C0597722,Lymphopoiesis,淋巴细胞生成
ortf,Organ or Tissue Function,C0598604,isoimmunity,等免疫力
ortf,Organ or Tissue Function,C0599299,renal tubular reabsorption,肾小管重吸收
ortf,Organ or Tissue Function,C0600554,Graft vs Leukemia Effect,移植物抗白血病效应
ortf,Organ or Tissue Function,C0678727,Primordium,原基
ortf,Organ or Tissue Function,C0678879,ovarian function,卵巢功能
ortf,Organ or Tissue Function,C0678894,antigen recognition,抗原识别
ortf,Organ or Tissue Function,C0678895,antigen elimination,抗原消除
ortf,Organ or Tissue Function,C0683201,specific immunity,特异性免疫
ortf,Organ or Tissue Function,C0971859,Bone Growth,骨骼生长
ortf,Organ or Tissue Function,C1123009,vasculogenesis,血管发生
ortf,Organ or Tissue Function,C1160389,Lung Development,肺发育
ortf,Organ or Tissue Function,C1268930,Immunologic function,免疫功能
ortf,Organ or Tissue Function,C1305865,Blood - brain barrier function,血脑屏障功能
ortf,Organ or Tissue Function,C1382414,Increased Glycolysis,增加糖酵解
ortf,Organ or Tissue Function,C1511806,Developmental Process,发展过程
ortf,Organ or Tissue Function,C1512753,Inflammation Process,炎症过程
ortf,Organ or Tissue Function,C1516031,Antitumor Response,抗肿瘤反应
ortf,Organ or Tissue Function,C1519687,Tumor Oxygenation,肿瘤氧合
ortf,Organ or Tissue Function,C1620290,Hematopoietic maturation,造血成熟
ortf,Organ or Tissue Function,C1817756,Immune System Processes,免疫系统过程
ortf,Organ or Tissue Function,C2963020,Increased T Lymphocyte Activation,t淋巴细胞活化增加
ortf,Organ or Tissue Function,C3179074,Central Tolerance,中央宽容
ortf;patf,Organ or Tissue Function;Pathologic Function,C0027540,Necrosis,坏死
ortf;phsf,Organ or Tissue Function;Physiologic Function,C0020964,Immunity,免疫
ortf;phsf,Organ or Tissue Function;Physiologic Function,C0035245,Respiratory physiology,呼吸生理学
patf,Pathologic Function,C0001075,Achlorhydria,胃酸缺乏症
patf,Pathologic Function,C0001122,Acidosis,酸中毒
patf,Pathologic Function,C0001349,Acute-Phase Reaction,急性期反应
patf,Pathologic Function,C0001364,Massive Hepatic Necrosis,大量肝坏死
patf,Pathologic Function,C0002994,Angioneurotic Edema,血管神经性水肿
patf,Pathologic Function,C0003860,Arteritis,动脉炎
patf,Pathologic Function,C0004044,Asphyxia,窒息
patf,Pathologic Function,C0004144,Atelectasis,肺不张
patf,Pathologic Function,C0004366,Autoimmune Response,自身免疫反应
patf,Pathologic Function,C0004368,Autoimmunity,自身免疫
patf,Pathologic Function,C0005417,Biliary Fistula,胆瘘
patf,Pathologic Function,C0007784,Cerebral hemisphere hemorrhage,脑半球出血
patf,Pathologic Function,C0008519,Ectopic Tissue,异位组织
patf,Pathologic Function,C0009566,Complication,并发症
patf,Pathologic Function,C0010828,Cytopenia,血细胞减少
patf,Pathologic Function,C0011164,Degenerative abnormality,退行性异常
patf,Pathologic Function,C0011304,Demyelination,脱髓鞘
patf,Pathologic Function,C0011560,Amyloid deposition,淀粉样蛋白沉积
patf,Pathologic Function,C0012359,Pathological Dilatation,病理性扩张
patf,Pathologic Function,C0013604,Edema,水肿
patf,Pathologic Function,C0013687,effusion,积液
patf,Pathologic Function,C0013922,Embolism,栓塞
patf,Pathologic Function,C0013990,Pathological accumulation of air in tissues,空气在组织中的病理积累
patf,Pathologic Function,C0014461,Eosinophilic Granuloma,嗜酸性肉芽肿
patf,Pathologic Function,C0014591,Epistaxis,鼻出血
patf,Pathologic Function,C0015376,Extravasation,外渗
patf,Pathologic Function,C0015668,Fat necrosis,脂肪坏死
patf,Pathologic Function,C0016059,Fibrosis,纤维化
patf,Pathologic Function,C0016826,Fungal granuloma,真菌肉芽肿
patf,Pathologic Function,C0017181,Gastrointestinal Hemorrhage,消化道出血
patf,Pathologic Function,C0018134,Graft vs Host Reaction,移植物抗宿主反应
patf,Pathologic Function,C0018188,Granuloma,肉芽肿
patf,Pathologic Function,C0018193,"Granuloma, Foreign-Body",肉芽肿，异物
patf,Pathologic Function,C0018194,Giant Cell Granuloma,巨细胞肉芽肿
patf,Pathologic Function,C0018924,Hemarthrosis,关节积血
patf,Pathologic Function,C0018944,Hematoma,血肿
patf,Pathologic Function,C0020507,Hyperplasia,增生
patf,Pathologic Function,C0020510,Nodular hyperplasia,结节性增生
patf,Pathologic Function,C0020517,Hypersensitivity,过敏
patf,Pathologic Function,C0020522,Delayed Hypersensitivity,迟发性超敏反应
patf,Pathologic Function,C0020523,Immediate hypersensitivity,即时超敏反应
patf,Pathologic Function,C0020564,Hypertrophy,肥大
patf,Pathologic Function,C0020569,Salivary gland hypertrophy NOS,唾液腺肥大
patf,Pathologic Function,C0020581,Hyphema,前房积血
patf,Pathologic Function,C0020963,Immune Tolerance,免疫耐受
patf,Pathologic Function,C0021308,Infarction,梗死
patf,Pathologic Function,C0021368,Inflammation,炎症
patf,Pathologic Function,C0021376,Chronic inflammation,慢性炎症
patf,Pathologic Function,C0021385,Necrotizing inflammation,坏死性炎症
patf,Pathologic Function,C0021386,Necrotizing granulomatous inflammation,坏死性肉芽肿性炎症
patf,Pathologic Function,C0021389,Serous inflammation,浆液性炎症
patf,Pathologic Function,C0021655,Insulin Resistance,胰岛素抵抗
patf,Pathologic Function,C0021890,Intraoperative Complications,术中并发症
patf,Pathologic Function,C0023653,Lichenification NOS,地衣化号
patf,Pathologic Function,C0024348,Lysis,裂解
patf,Pathologic Function,C0024524,Malacia,软化
patf,Pathologic Function,C0024525,Malacoplakia,软化斑
patf,Pathologic Function,C0025222,Melena,黑便
patf,Pathologic Function,C0025323,Menorrhagia,月经过多
patf,Pathologic Function,C0025345,Menstruation Disturbances,月经失调
patf,Pathologic Function,C0025874,Metrorrhagia,子宫出血
patf,Pathologic Function,C0026766,Multiple Organ Failure,多器官衰竭
patf,Pathologic Function,C0027686,Pathologic Neovascularization,病理性新血管形成
patf,Pathologic Function,C0028778,Obstruction,梗阻
patf,Pathologic Function,C0029163,Oral Hemorrhage,口腔出血
patf,Pathologic Function,C0029435,Osteolysis,骨溶解
patf,Pathologic Function,C0029445,Bone necrosis,骨坏死
patf,Pathologic Function,C0030660,Pathologic Processes,病理过程
patf,Pathologic Function,C0032776,Postmenopausal bleeding,绝经后出血
patf,Pathologic Function,C0032787,Postoperative Complications,术后并发症
patf,Pathologic Function,C0032788,Postoperative Hemorrhage,术后出血
patf,Pathologic Function,C0035229,Respiratory Insufficiency,呼吸功能不全
patf,Pathologic Function,C0035410,Rhabdomyolysis,横纹肌溶解
patf,Pathologic Function,C0035956,"Rupture, Spontaneous",破裂，自发
patf,Pathologic Function,C0036429,Sclerosis,硬化
patf,Pathologic Function,C0036679,Diastasis,舒张期
patf,Pathologic Function,C0036749,Serositis,浆膜炎
patf,Pathologic Function,C0036974,Shock,休克
patf,Pathologic Function,C0036980,"Shock, Cardiogenic",休克，心源性
patf,Pathologic Function,C0036982,"Shock, Hemorrhagic",休克，出血
patf,Pathologic Function,C0036983,Septic Shock,脓毒性休克
patf,Pathologic Function,C0038534,Subconjunctival hemorrhage,结膜下出血
patf,Pathologic Function,C0038862,Suppuration,化脓
patf,Pathologic Function,C0040038,Thromboembolism,血栓栓塞
patf,Pathologic Function,C0040053,Thrombosis,血栓形成
patf,Pathologic Function,C0041582,Ulcer,溃疡
patf,Pathologic Function,C0042134,Uterine hemorrhage,子宫出血
patf,Pathologic Function,C0042487,Venous Thrombosis,静脉血栓形成
patf,Pathologic Function,C0043241,Wound Infection,伤口感染
patf,Pathologic Function,C0085611,Atrial arrhythmia,房性心律失常
patf,Pathologic Function,C0085616,Vasospasm,血管痉挛
patf,Pathologic Function,C0085649,[D]Peripheral edema,[d] 外周水肿
patf,Pathologic Function,C0085660,Aseptic necrosis,无菌性坏死
patf,Pathologic Function,C0149777,Abscess of skin AND/OR subcutaneous tissue,皮肤和/或皮下组织脓肿
patf,Pathologic Function,C0151526,Premature Birth,早产
patf,Pathologic Function,C0151571,Corneal lesion,角膜病变
patf,Pathologic Function,C0151603,[D]Anasarca,[d] 阿纳萨卡
patf,Pathologic Function,C0151686,Growth retardation,生长迟缓
patf,Pathologic Function,C0151699,Intracranial Hemorrhages,颅内出血
patf,Pathologic Function,C0151701,[D]Pulmonary hemorrhage,[d] 肺出血
patf,Pathologic Function,C0151746,Abnormal renal function,肾功能异常
patf,Pathologic Function,C0151763,Liver damage,肝损伤
patf,Pathologic Function,C0151799,Skin necrosis,皮肤坏死
patf,Pathologic Function,C0151811,"[D]Nodule, subcutaneous",[d] 结节，皮下
patf,Pathologic Function,C0152254,Fatty degeneration,脂肪变性
patf,Pathologic Function,C0161815,Central nervous system complication,中枢神经系统并发症
patf,Pathologic Function,C0161816,Cardiac complication,心脏并发症
patf,Pathologic Function,C0161818,Respiratory complication,呼吸系统并发症
patf,Pathologic Function,C0162297,[D]Respiratory arrest,[d] 呼吸停止
patf,Pathologic Function,C0162633,Virus Shedding,病毒脱落
patf,Pathologic Function,C0162834,Hyperpigmentation,色素沉着过度
patf,Pathologic Function,C0175895,calcification,钙化
patf,Pathologic Function,C0206277,Fatal Outcome,致命的结果
patf,Pathologic Function,C0220981,Metabolic acidosis,代谢性酸中毒
patf,Pathologic Function,C0221242,Fixed drug eruption,固定性药疹
patf,Pathologic Function,C0221247,Avascular necrosis,缺血性坏死
patf,Pathologic Function,C0221255,Metastatic calcification,转移性钙化
patf,Pathologic Function,C0221434,Bony sclerosis,骨硬化
patf,Pathologic Function,C0221791,medical complication,医疗并发症
patf,Pathologic Function,C0232342,Decreased vascular flow,血管流量减少
patf,Pathologic Function,C0232483,Reflux,回流
patf,Pathologic Function,C0232910,Teratogenesis,致畸
patf,Pathologic Function,C0235029,NEUROLOGIC COMPLICATION,神经系统并发症
patf,Pathologic Function,C0235520,Femoral artery thrombosis,股动脉血栓形成
patf,Pathologic Function,C0235724,Drug fever,药物热
patf,Pathologic Function,C0238199,Volvulus of small intestine,小肠扭转
patf,Pathologic Function,C0238457,Thrombosis of renal vein,肾静脉栓塞
patf,Pathologic Function,C0241669,Venous occlusion,静脉闭塞
patf,Pathologic Function,C0242184,Hypoxia,乏氧
patf,Pathologic Function,C0242648,Vertical Disease Transmission,垂直疾病传播
patf,Pathologic Function,C0242656,Disease Progression,疾病进展
patf,Pathologic Function,C0242698,"Ventricular Dysfunction, Left",心室功能障碍，左
patf,Pathologic Function,C0243065,"Aplasia, NOS",发育不全
patf,Pathologic Function,C0243069,Hypoplasia,发育不全
patf,Pathologic Function,C0243082,associated conditions,相关条件
patf,Pathologic Function,C0243083,associated disease,相关疾病
patf,Pathologic Function,C0243087,concomitant disease,伴随疾病
patf,Pathologic Function,C0243089,sequels,续集
patf,Pathologic Function,C0264995,Occlusion of artery,动脉闭塞
patf,Pathologic Function,C0265085,Cortical hemorrhage,皮质出血
patf,Pathologic Function,C0277785,Functional disorder,功能障碍
patf,Pathologic Function,C0281169,pulmonary complications,肺部并发症
patf,Pathologic Function,C0281947,"Dysfunction, pituitary",功能障碍，垂体
patf,Pathologic Function,C0282683,Tumor Escape,肿瘤逃逸
patf,Pathologic Function,C0301816,Inappropriate hormone secretion,激素分泌不当
patf,Pathologic Function,C0301889,Immune defect,免疫缺陷
patf,Pathologic Function,C0301943,Graft reaction,嫁接反应
patf,Pathologic Function,C0302149,Serous effusion,浆液性渗出
patf,Pathologic Function,C0302158,Leucocytic infiltrate,白细胞浸润
patf,Pathologic Function,C0332448,Infiltration,渗透
patf,Pathologic Function,C0332534,Induration,硬结
patf,Pathologic Function,C0333138,Stasis,瘀滞
patf,Pathologic Function,C0333165,Acute obstruction,急性阻塞
patf,Pathologic Function,C0333168,Progressive obstruction,进行性梗阻
patf,Pathologic Function,C0333171,Extrinsic obstruction,外在障碍
patf,Pathologic Function,C0333197,Fibrin blood clot,纤维蛋白血凝块
patf,Pathologic Function,C0333236,Passive congestion,被动拥堵
patf,Pathologic Function,C0333276,Acute hemorrhage,急性出血
patf,Pathologic Function,C0333278,Chronic hemorrhage,慢性出血
patf,Pathologic Function,C0333279,Massive hemorrhage,大出血
patf,Pathologic Function,C0333282,Occult hemorrhage,隐匿性出血
patf,Pathologic Function,C0333288,Dissecting hemorrhage,解剖出血
patf,Pathologic Function,C0333355,Mucositis,粘膜炎
patf,Pathologic Function,C0333373,Microabscess,微量脓肿
patf,Pathologic Function,C0333377,Pautrier microabscess,pautrier微型脓肿
patf,Pathologic Function,C0333386,Chronic lymphocytic inflammation,慢性淋巴细胞炎症
patf,Pathologic Function,C0333390,Chronic eosinophilic inflammation,慢性嗜酸性粒细胞炎症
patf,Pathologic Function,C0333391,Histiocytic infiltrate,组织细胞浸润
patf,Pathologic Function,C0333397,Chronic suppurative inflammation,慢性化脓性炎症
patf,Pathologic Function,C0333411,Cholesterol granuloma,胆固醇肉芽肿
patf,Pathologic Function,C0333418,Non-necrotizing granulomatous inflammation,非坏死性肉芽肿性炎症
patf,Pathologic Function,C0333423,Fibrinoid necrotizing inflammation,纤维蛋白样坏死性炎症
patf,Pathologic Function,C0333435,Cystic degeneration,囊性变性
patf,Pathologic Function,C0333438,Hyaline degeneration,透明变性
patf,Pathologic Function,C0333448,Elastoid degeneration,弹性变性
patf,Pathologic Function,C0333467,Cytopathic effect,细胞病变效应
patf,Pathologic Function,C0333501,Acute necrosis,急性坏死
patf,Pathologic Function,C0333504,Focal necrosis,局灶性坏死
patf,Pathologic Function,C0333506,Massive necrosis,大量坏死
patf,Pathologic Function,C0333508,Hemorrhagic necrosis,出血性坏死
patf,Pathologic Function,C0333512,Caseous necrosis,干酪样坏死
patf,Pathologic Function,C0333513,Fibrinoid necrosis,纤维蛋白样坏死
patf,Pathologic Function,C0333514,Zonal necrosis,带状坏死
patf,Pathologic Function,C0333538,Spontaneous gangrene,自发性坏疽
patf,Pathologic Function,C0333547,Multiple infarcts,多发梗塞
patf,Pathologic Function,C0333549,Hemorrhagic infarct,出血性梗死
patf,Pathologic Function,C0333564,Corpora amylacea,淀粉酶语料库
patf,Pathologic Function,C0333565,Fibrin deposition,纤维蛋白沉积
patf,Pathologic Function,C0333606,Dystrophy,营养不良
patf,Pathologic Function,C0333629,Hemosiderin pigmentation,含铁血黄素色素沉着
patf,Pathologic Function,C0333641,Atrophic,萎缩
patf,Pathologic Function,C0333650,Fatty atrophy,脂肪萎缩
patf,Pathologic Function,C0333653,Brown atrophy,棕色萎缩
patf,Pathologic Function,C0333951,Growth arrest,骺早闭
patf,Pathologic Function,C0333957,Growth acceleration,增长加速
patf,Pathologic Function,C0333979,Secondary hyperplasia,继发性增生
patf,Pathologic Function,C0333988,Pseudoepitheliomatous hyperplasia,假性上皮瘤增生
patf,Pathologic Function,C0334000,Adenomatous hyperplasia,腺瘤性增生
patf,Pathologic Function,C0334040,Osseous metaplasia,骨化生
patf,Pathologic Function,C0334094,Proliferation (morphologic abnormality),增殖（形态异常）
patf,Pathologic Function,C0334131,Acute fibrosis,急性纤维化
patf,Pathologic Function,C0334134,Reticulin fibrosis,网状纤维化
patf,Pathologic Function,C0340530,Cardiac transplant rejection,心脏移植排斥反应
patf,Pathologic Function,C0340753,Venous stenosis,静脉狭窄
patf,Pathologic Function,C0342314,Dawn phenomenon,黎明现象
patf,Pathologic Function,C0342579,Electrolyte imbalance NOS,电解质不平衡
patf,Pathologic Function,C0348024,Thyroid dysfunction,甲状腺功能障碍
patf,Pathologic Function,C0349077,Pericardial effusion - noninflammatory,心包积液-非炎症
patf,Pathologic Function,C0349725,Graft infection,移植血管内瘘感染
patf,Pathologic Function,C0392676,Hyperpyrexia,高热
patf,Pathologic Function,C0392689,Overhydration,过度水合
patf,Pathologic Function,C0392707,Atopy,特应性
patf,Pathologic Function,C0424813,Orbital swelling,眼眶肿胀
patf,Pathologic Function,C0432485,Complication of transplant,移植并发症
patf,Pathologic Function,C0442856,Hypoperfusion,低灌注
patf,Pathologic Function,C0442860,Intravascular thrombosis,血管内血栓形成
patf,Pathologic Function,C0443146,Autoimmune,自身免疫
patf,Pathologic Function,C0456070,Growth delay,增长延迟
patf,Pathologic Function,C0456973,Hilar lymphadenopathy,肺门淋巴结肿大
patf,Pathologic Function,C0476474,[D]Persistent fever,[d] 持续发烧
patf,Pathologic Function,C0478664,Localized enlarged lymph nodes,局部淋巴结肿大
patf,Pathologic Function,C0520863,Diastolic dysfunction,舒张功能障碍
patf,Pathologic Function,C0521195,Focal fibrosis,局灶性纤维化
patf,Pathologic Function,C0522565,Inflammatory edema,炎性水肿
patf,Pathologic Function,C0544688,Complication of disease,疾病并发症
patf,Pathologic Function,C0553697,Granulomatous inflammation,肉芽肿性炎症
patf,Pathologic Function,C0570560,Tuberculin allergy,结核菌素过敏
patf,Pathologic Function,C0581385,Calcified lymph nodes,钙化的淋巴结
patf,Pathologic Function,C0585175,Massive gastrointestinal bleed,大量胃肠道出血
patf,Pathologic Function,C0587240,[X]Erosion of bone,[x] 骨侵蚀
patf,Pathologic Function,C0596118,Aortic occlusion,主动脉闭塞
patf,Pathologic Function,C0596722,Host-Tumor Interaction,宿主-肿瘤相互作用
patf,Pathologic Function,C0597532,subcutaneous fibrosis,皮下纤维化
patf,Pathologic Function,C0599877,loss; bone,损失；骨
patf,Pathologic Function,C0599878,disease characteristic,疾病特征
patf,Pathologic Function,C0600228,Cardiopulmonary Arrest,呼吸心跳骤停
patf,Pathologic Function,C0678108,Sterility,不育
patf,Pathologic Function,C0679221,hypofunction,功能减退
patf,Pathologic Function,C0679316,MOTILITY DISORDER NOS,运动障碍
patf,Pathologic Function,C0679330,abnormal secretion,分泌异常
patf,Pathologic Function,C0679335,infection; generalized,感染；概括
patf,Pathologic Function,C0679861,treatment complications,治疗并发症
patf,Pathologic Function,C0684320,Disease regression,疾病回归
patf,Pathologic Function,C0687675,Pregnancy loss,怀孕损失
patf,Pathologic Function,C0699748,Pathogenesis,发病
patf,Pathologic Function,C0700080,Vascular proliferation,血管增生
patf,Pathologic Function,C0700148,Congestion,拥塞
patf,Pathologic Function,C0700185,Decalcification,脱钙
patf,Pathologic Function,C0700198,Pulmonary aspiration,肺吸入
patf,Pathologic Function,C0702120,Spongiosis,海绵体
patf,Pathologic Function,C0728867,Drug effect disorder,药物效应障碍
patf,Pathologic Function,C0742007,Catheter sepsis,导管败血症
patf,Pathologic Function,C0746552,Mesenteric lymphadenopathy,肠系膜淋巴结肿大
patf,Pathologic Function,C0748390,Retroperitoneal lymphadenopathy,腹膜后淋巴结肿大
